id,setId,number,name,productCategoryTitle,type,color,energyType,cardLevel,hp,keyword,rarity,skillName,description,attackText,flipText,isBan,isLimit,isExtra,base_id,is_alt_art,all_rules_text,grade,imageUrl
BS3-025,BS3,025,Golden Cheese Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,3,3,Ancient,UR,Golden Monarch's Resurrection,"【Your Turn】 This skill can only be used once per game. If this Cookie is in your break area, <can be used as {Y}.> Play this Cookie in your battle area with 1 HP.",<{Y}{Y}{Y}{Y}> Authority of the Absolute deals 4,,0,0,0,BS3-025,0,"【Your Turn】 This skill can only be used once per game. If this Cookie is in your break area, <can be used as {Y}.> Play this Cookie in your battle area with 1 HP.
<{Y}{Y}{Y}{Y}> Authority of the Absolute deals 4",ULTRA RARE,https://cookierunbraverse.com/data/en_storage/9V5nPs2o-RfXaogci_WADA.webp
BS3-025@1,BS3,025@1,Golden Cheese Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,3,3,Ancient,SUR,Golden Monarch's Resurrection,"【Your Turn】 This skill can only be used once per game. If this Cookie is in your break area, <can be used as {Y}.> Play this Cookie in your battle area with 1 HP.",<{Y}{Y}{Y}{Y}> Authority of the Absolute deals 4,,0,0,0,BS3-025,1,"【Your Turn】 This skill can only be used once per game. If this Cookie is in your break area, <can be used as {Y}.> Play this Cookie in your battle area with 1 HP.
<{Y}{Y}{Y}{Y}> Authority of the Absolute deals 4",SECRET ULTRA RARE,https://cookierunbraverse.com/data/en_storage/cZirtN8de_gEM8Z95ZLqlg.webp
BS3-025@2,BS3,025@2,Golden Cheese Cookie,promotion-card,COOKIE,YELLOW,YELLOW,3,3,ANCIENT,P,Golden Monarch's Resurrection,"【Your Turn】 This skill can only be used once per game. If this Cookie is in your break area, <{Y}> Play this Cookie in your battle area with 1 HP.",<{Y}{Y}{Y}{Y}> Authority of the Absolute deals 4,,0,0,0,BS3-025,1,"【Your Turn】 This skill can only be used once per game. If this Cookie is in your break area, <{Y}> Play this Cookie in your battle area with 1 HP.
<{Y}{Y}{Y}{Y}> Authority of the Absolute deals 4",PROMOTION,https://cookierunbraverse.com/data/en_storage/TzPFeZaZGbgml9zOFi8L-g.webp
BS3-026,BS3,026,Linzer Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW MIX,1,3,,C,Impeccable Deduction,【Activate】 <{Y}> Select up to 1 of your Cookies. View all of that Cookie's HP cards and rearrange them in any order.,<{Y}{N}> The Culprit... is YOU! deals 1,,0,0,0,BS3-026,0,"【Activate】 <{Y}> Select up to 1 of your Cookies. View all of that Cookie's HP cards and rearrange them in any order.
<{Y}{N}> The Culprit... is YOU! deals 1",COMMON,https://cookierunbraverse.com/data/en_storage/rHBVgLXhoTWGor8IAb_BiA.webp
BS3-027,BS3,027,Marzipan Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],FLIP,YELLOW,YELLOW,3,3,,C,,,<{Y}{Y}{Y}> Containment Protocol deals 3,Draw up to 1 card from your deck.,0,0,0,BS3-027,0,"<{Y}{Y}{Y}> Containment Protocol deals 3
Draw up to 1 card from your deck.",COMMON,https://cookierunbraverse.com/data/en_storage/O1EZ1GtzBybySAjMUmxDzQ.webp
BS3-027@1,BS3,027@1,Marzipan Cookie,Judge promotion,FLIP,YELLOW,YELLOW,3,3,,P,,,<{Y}{Y}{Y}> Containment Protocol deals 3,Draw up to 1 card from your deck.,0,0,0,BS3-027,1,"<{Y}{Y}{Y}> Containment Protocol deals 3
Draw up to 1 card from your deck.",PROMOTION,https://cookierunbraverse.com/data/en_storage/EGmxXNUL4W_lmeoFWuOdqQ.webp
BS3-028,BS3,028,Mozzarella Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,3,4,,UR,Control Chamber's Mastermind,"【Activate】 <{Y}> <Discard 1 card.> If your opponent's break area is LV.6 or lower, select up to 1 LV.1 Cookie from your opponent's trash. Place that Cookie in your opponent's break area.","<{Y}{Y}{Y}> Command initiated! deals 3
Then, if this Cookie's remaining HP is 5 or less, this Cookie gains +1 HP.",,0,0,0,BS3-028,0,"【Activate】 <{Y}> <Discard 1 card.> If your opponent's break area is LV.6 or lower, select up to 1 LV.1 Cookie from your opponent's trash. Place that Cookie in your opponent's break area.
<{Y}{Y}{Y}> Command initiated! deals 3
Then, if this Cookie's remaining HP is 5 or less, this Cookie gains +1 HP.",ULTRA RARE,https://cookierunbraverse.com/data/en_storage/v0JLJZJDq6ozWAV0H2dB_Q.webp
BS3-028@1,BS3,028@1,Mozzarella Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,3,4,,SUR,Control Chamber's Mastermind,"【Activate】 <{Y}> <Discard 1 card.> If your opponent's break area is LV.6 or lower, select up to 1 LV.1 Cookie from your opponent's trash. Place that Cookie in your opponent's break area.","<{Y}{Y}{Y}> Command initiated! deals 3
Then, if this Cookie's remaining HP is 5 or less, this Cookie gains +1 HP.",,0,0,0,BS3-028,1,"【Activate】 <{Y}> <Discard 1 card.> If your opponent's break area is LV.6 or lower, select up to 1 LV.1 Cookie from your opponent's trash. Place that Cookie in your opponent's break area.
<{Y}{Y}{Y}> Command initiated! deals 3
Then, if this Cookie's remaining HP is 5 or less, this Cookie gains +1 HP.",SECRET ULTRA RARE,https://cookierunbraverse.com/data/en_storage/QTVoTwHOQYf4AQUI6_Q0Hg.webp
BS3-029,BS3,029,Burnt Cheese Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,1,2,,SR,Protector of the Golden City,"When this Cookie faints, <can be used as {Y}.> Play up to 1 {Y} Cookie from your hand. Then, that Cookie gains +1 HP.",<{Y}{Y}> Pack of Jackals deals 2,,0,0,0,BS3-029,0,"When this Cookie faints, <can be used as {Y}.> Play up to 1 {Y} Cookie from your hand. Then, that Cookie gains +1 HP.
<{Y}{Y}> Pack of Jackals deals 2",SUPER RARE,https://cookierunbraverse.com/data/en_storage/A8Wjdv5QMS57Qs46_i_3eQ.webp
BS3-029@1,BS3,029@1,Burnt Cheese Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,1,2,,SSR,Protector of the Golden City,"When this Cookie faints, <can be used as {Y}.> Play up to 1 {Y} Cookie from your hand. Then, that Cookie gains +1 HP.",<{Y}{Y}> Pack of Jackals deals 2,,0,0,0,BS3-029,1,"When this Cookie faints, <can be used as {Y}.> Play up to 1 {Y} Cookie from your hand. Then, that Cookie gains +1 HP.
<{Y}{Y}> Pack of Jackals deals 2",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/QWSA1mbidM3O7T7s8QtqYw.webp
BS3-030,BS3,030,Black Raisin Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,2,3,,U,Blessing of the Desert,【Activate】 Place up to 1 card from your hand to the top of this Cookie's HP.,<{Y}{Y}{Y}> Piercing Sandstorm deals 3,,0,0,0,BS3-030,0,"【Activate】 Place up to 1 card from your hand to the top of this Cookie's HP.
<{Y}{Y}{Y}> Piercing Sandstorm deals 3",UNCOMMON,https://cookierunbraverse.com/data/en_storage/SUO46w7ixeec9yPEXlfdAg.webp
BS3-031,BS3,031,Pancake Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,1,3,,C,Acorn Jellies!!!,【Activate】 Select up to 1 of your other Cookies. Take 1 card from the top of that Cookie's HP and place it to the top of this Cookie's HP.,<{Y}{Y}> I'm Flying! *Whoosh* deals 1,,0,0,0,BS3-031,0,"【Activate】 Select up to 1 of your other Cookies. Take 1 card from the top of that Cookie's HP and place it to the top of this Cookie's HP.
<{Y}{Y}> I'm Flying! *Whoosh* deals 1",COMMON,https://cookierunbraverse.com/data/en_storage/wMF7Ma7X706qdNtMdsuWCQ.webp
BS3-032,BS3,032,Smoked Cheese Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,3,5,,R,,,"<{Y}{Y}{Y}{Y}> Festering Greed deals 4
Then, <can be used as {Y}.> Select up to 1 {Y} LV.1 Cookie from your break area and play them.",,0,0,0,BS3-032,0,"<{Y}{Y}{Y}{Y}> Festering Greed deals 4
Then, <can be used as {Y}.> Select up to 1 {Y} LV.1 Cookie from your break area and play them.",RARE,https://cookierunbraverse.com/data/en_storage/oof18QhJFabFBxF2sPF7dg.webp
BS3-032@1,BS3,032@1,Smoked Cheese Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,3,5,,SEC,,,"<{Y}{Y}{Y}{Y}> Festering Greed deals 4
Then, <can be used as {Y}.> Select up to 1 {Y} LV.1 Cookie from your break area and play them.",,0,0,0,BS3-032,1,"<{Y}{Y}{Y}{Y}> Festering Greed deals 4
Then, <can be used as {Y}.> Select up to 1 {Y} LV.1 Cookie from your break area and play them.",SECRET RARE,https://cookierunbraverse.com/data/en_storage/GO9fFN4V4p3Z_nuJyD-C7A.webp
BS3-032@2,BS3,032@2,Smoked Cheese Cookie,promotion card,COOKIE,YELLOW,YELLOW,3,5,,P,,,"<{Y}{Y}{Y}{Y}> Festering Greed deals 4
Then, <{Y}> Select up to 1 {Y} LV.1 Cookie from your break area and play them.",,0,0,0,BS3-032,1,"<{Y}{Y}{Y}{Y}> Festering Greed deals 4
Then, <{Y}> Select up to 1 {Y} LV.1 Cookie from your break area and play them.",PROMOTION,https://cookierunbraverse.com/data/en_storage/8cuNhX0HCon_AAdHuBd7fw.webp
BS3-033,BS3,033,Stardust Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,2,3,,R,,,"<{Y}{Y}> Wrath of the Golden Falcon deals 2
Then, <can be used as {Y}.> Select up to 1 of your opponent's Cookies whose remaining HP is 1. Place that Cookie in your opponent's break area.",,0,0,0,BS3-033,0,"<{Y}{Y}> Wrath of the Golden Falcon deals 2
Then, <can be used as {Y}.> Select up to 1 of your opponent's Cookies whose remaining HP is 1. Place that Cookie in your opponent's break area.",RARE,https://cookierunbraverse.com/data/en_storage/P9MWUfUun3hKy--0feARjg.webp
BS3-033@1,BS3,033@1,Stardust Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,2,3,,SEC,,,"<{Y}{Y}> Wrath of the Golden Falcon deals 2
Then, <can be used as {Y}.> Select up to 1 of your opponent's Cookies whose remaining HP is 1. Place that Cookie in your opponent's break area.",,0,0,0,BS3-033,1,"<{Y}{Y}> Wrath of the Golden Falcon deals 2
Then, <can be used as {Y}.> Select up to 1 of your opponent's Cookies whose remaining HP is 1. Place that Cookie in your opponent's break area.",SECRET RARE,https://cookierunbraverse.com/data/en_storage/ll6DRs7NJsxzVlhXjYEovA.webp
BS3-034,BS3,034,Sparkling Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW MIX,2,5,,C,,,<{Y}{Y}{N}{N}> Fizzy and Tangy deals 3,,0,0,0,BS3-034,0,<{Y}{Y}{N}{N}> Fizzy and Tangy deals 3,COMMON,https://cookierunbraverse.com/data/en_storage/NxjgFIcqWZW1PCtOv0KF1w.webp
BS3-035,BS3,035,High Priest Cheesenbird,BOOSTER PACK [Age of Heroes and Kingdoms],FLIP,YELLOW,YELLOW,2,2,,C,,,<{Y}{Y}> Stinging Beak deals 2,<Discard 1 card.> The Cookie with this card attached for HP gains +1 HP.,0,0,0,BS3-035,0,"<{Y}{Y}> Stinging Beak deals 2
<Discard 1 card.> The Cookie with this card attached for HP gains +1 HP.",COMMON,https://cookierunbraverse.com/data/en_storage/p_hJp1ndWJyVWoV0YbqO_Q.webp
BS3-036,BS3,036,Olive Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,1,2,,U,Archaeologist,"【Activate】 Select 1 of your other {Y} Cookies in your battle area. Place that Cookie in your break area. Then, draw up to 2 cards from your deck.",<{Y}> Skilled Excavator deals 1,,0,0,0,BS3-036,0,"【Activate】 Select 1 of your other {Y} Cookies in your battle area. Place that Cookie in your break area. Then, draw up to 2 cards from your deck.
<{Y}> Skilled Excavator deals 1",UNCOMMON,https://cookierunbraverse.com/data/en_storage/mRiCFLjZ5f6TSmksWA2tNQ.webp
BS3-037,BS3,037,Angel Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,1,2,,C,,,"<{Y}> Nocturnal Guide deals 1
Then, when your opponent's Cookie faints from this Cookie's attack, <can be used as {Y}.> This Cookie gains +1 HP.",,0,0,0,BS3-037,0,"<{Y}> Nocturnal Guide deals 1
Then, when your opponent's Cookie faints from this Cookie's attack, <can be used as {Y}.> This Cookie gains +1 HP.",COMMON,https://cookierunbraverse.com/data/en_storage/G5Mcg5LYWz5cVUv0ulNRtA.webp
BS3-038,BS3,038,Cocoa Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,2,2,,C,Another Cup of Cocoa!,【Activate】 <Place 1 LV.2 or higher Cookie from your hand into your break area.> Return up to 1 {Y} LV.2 or lower Cookie from your break area to your hand.,<{Y}{Y}> Cocoa is Love! deals 2,,0,0,0,BS3-038,0,"【Activate】 <Place 1 LV.2 or higher Cookie from your hand into your break area.> Return up to 1 {Y} LV.2 or lower Cookie from your break area to your hand.
<{Y}{Y}> Cocoa is Love! deals 2",COMMON,https://cookierunbraverse.com/data/en_storage/_AaHKBr_fHn5bSV8ucwojA.webp
BS3-039,BS3,039,Crème Brûlée Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW MIX,2,3,,C,,,<{Y}{N}> Accelerando deals 2,,0,0,0,BS3-039,0,<{Y}{N}> Accelerando deals 2,COMMON,https://cookierunbraverse.com/data/en_storage/2-97Pf4mrzfv5zWZZ218HA.webp
BS3-040,BS3,040,Adventurer Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,3,3,,C,Baumkuchen Rope,【Activate】 <{Y}{Y}> Select up to 1 LV.1 Cookie from either player's battle area. Place that Cookie in the owner's break area.,<{Y}{Y}{Y}> Rope Throwing deals 3,,0,0,0,BS3-040,0,"【Activate】 <{Y}{Y}> Select up to 1 LV.1 Cookie from either player's battle area. Place that Cookie in the owner's break area.
<{Y}{Y}{Y}> Rope Throwing deals 3",COMMON,https://cookierunbraverse.com/data/en_storage/prj994zH2QEY0rNLNcBXrQ.webp
BS3-041,BS3,041,Fettuccine Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,1,1,,SR,,,"<{Y}{Y}> Unstable Strength deals 3
Then, place this Cookie in your break area.",,0,0,0,BS3-041,0,"<{Y}{Y}> Unstable Strength deals 3
Then, place this Cookie in your break area.",SUPER RARE,https://cookierunbraverse.com/data/en_storage/1M1-GinBLV3Sc5e7-jtUBA.webp
BS3-041@1,BS3,041@1,Fettuccine Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,YELLOW,YELLOW,1,1,,SSR,,,"<{Y}{Y}> Unstable Strength deals 3
Then, place this Cookie in your break area.",,0,0,0,BS3-041,1,"<{Y}{Y}> Unstable Strength deals 3
Then, place this Cookie in your break area.",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/2IpuOTo4NbYhK3N1D_tOww.webp
BS3-042,BS3,042,Golden Cheese Guardian Golem,BOOSTER PACK [Age of Heroes and Kingdoms],ITEM,YELLOW,YELLOW,,,,U,,,<{Y}> <Place 1 {Y} Cookie from your battle area into your break area.> Select up to 1 of your opponent's Cookies. That Cookie receives 2 damage.,,0,0,0,BS3-042,0,<{Y}> <Place 1 {Y} Cookie from your battle area into your break area.> Select up to 1 of your opponent's Cookies. That Cookie receives 2 damage.,UNCOMMON,https://cookierunbraverse.com/data/en_storage/rLRWAs-YEkC1xkUYczbeAA.webp
BS3-043,BS3,043,Soul Jam: Light of Abundance,BOOSTER PACK [Age of Heroes and Kingdoms],ITEM,YELLOW,YELLOW,,,,SR,,,"<{Y}{Y}{Y}> Deals 1 damage to all of your opponent's Cookies. Then, you can {mou} this card to your [Golden Cheese Cookie]. That Cookie gains +2 HP.",,0,0,0,BS3-043,0,"<{Y}{Y}{Y}> Deals 1 damage to all of your opponent's Cookies. Then, you can {mou} this card to your [Golden Cheese Cookie]. That Cookie gains +2 HP.",SUPER RARE,https://cookierunbraverse.com/data/en_storage/Tunl5gQs9Nt-mxLMJn35Ng.webp
BS3-043@1,BS3,043@1,Soul Jam: Light of Abundance,BOOSTER PACK [Age of Heroes and Kingdoms],ITEM,YELLOW,YELLOW,,,,SSR,,,"<{Y}{Y}{Y}> Deals 1 damage to all of your opponent's Cookies. Then, you can {mou} this card to your [Golden Cheese Cookie]. That Cookie gains +2 HP.",,0,0,0,BS3-043,1,"<{Y}{Y}{Y}> Deals 1 damage to all of your opponent's Cookies. Then, you can {mou} this card to your [Golden Cheese Cookie]. That Cookie gains +2 HP.",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/mRFYI2CAUZOJX1MQVHCs4Q.webp
BS3-044,BS3,044,Cheesepad Tablet,BOOSTER PACK [Age of Heroes and Kingdoms],ITEM,YELLOW,YELLOW,,,,U,,,<{Y}{Y}> <Place 1 LV.2 or higher Cookie from your hand into your break area.> Return up to 1 {Y} LV.2 or lower Cookie from your break area to your hand.,,0,0,0,BS3-044,0,<{Y}{Y}> <Place 1 LV.2 or higher Cookie from your hand into your break area.> Return up to 1 {Y} LV.2 or lower Cookie from your break area to your hand.,UNCOMMON,https://cookierunbraverse.com/data/en_storage/WD29Gqas3JEMvb9SR5yCww.webp
BS3-045,BS3,045,Golden Monarch's Counterattack,BOOSTER PACK [Age of Heroes and Kingdoms],TRAP,YELLOW,YELLOW,,,,U,,,<{Y}{Y}> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage for each LV.3 Cookie in your break area.,,0,0,0,BS3-045,0,<{Y}{Y}> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage for each LV.3 Cookie in your break area.,UNCOMMON,https://cookierunbraverse.com/data/en_storage/kV3NNXghRyJuqj-jGFb9Gg.webp
BS3-046,BS3,046,Golden Cheese Colosseum,BOOSTER PACK [Age of Heroes and Kingdoms],TRAP,YELLOW,YELLOW,,,,U,,,"<{Y}{Y}> <Place 1 {Y} Cookie from your hand into your break area.> During this battle, if any of your {Y} LV.2 or higher Cookies faint, select up to 1 {Y} LV.1 Cookie from your break area and play them.",,0,0,0,BS3-046,0,"<{Y}{Y}> <Place 1 {Y} Cookie from your hand into your break area.> During this battle, if any of your {Y} LV.2 or higher Cookies faint, select up to 1 {Y} LV.1 Cookie from your break area and play them.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/RQNMp21lXTn-dBWNolGMxA.webp
BS3-047,BS3,047,Kingdom of Eternal Abundance,BOOSTER PACK [Age of Heroes and Kingdoms],STAGE,YELLOW,YELLOW,,,,U,,<{Y}{Y}> Place in your stage area.,"【Activate】 <{Y}> <Rest this card.> Select {Y} cards from your hand until their total LV. sum reaches LV.3. Place those Cookies in your break area. Then, play 1 {Y} LV.3 Cookie from your break area.",,0,0,0,BS3-047,0,"<{Y}{Y}> Place in your stage area.
【Activate】 <{Y}> <Rest this card.> Select {Y} cards from your hand until their total LV. sum reaches LV.3. Place those Cookies in your break area. Then, play 1 {Y} LV.3 Cookie from your break area.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/OH7UyZSX7mg9YoWG7RizqQ.webp
BS3-048,BS3,048,Golden City's Control Chamber,BOOSTER PACK [Age of Heroes and Kingdoms],STAGE,YELLOW,YELLOW,,,,U,,<{Y}{Y}> Place in your stage area.,"【Activate】 <{Y}{Y}> <Rest this card.> Select up to 1 LV.2 or higher Cookies in your battle area. During this turn, that Cookie gains +1 attack damage for each {Y} LV.3 Cookie in your break area.",,0,0,0,BS3-048,0,"<{Y}{Y}> Place in your stage area.
【Activate】 <{Y}{Y}> <Rest this card.> Select up to 1 LV.2 or higher Cookies in your battle area. During this turn, that Cookie gains +1 attack damage for each {Y} LV.3 Cookie in your break area.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/JzYAteYnEcoJM_3OlZ55hg.webp
BS3-049,BS3,049,Carrot Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN MIX,2,3,,C,,,<{G}{N}> Giant Carrot Harvest deals 2,,0,0,0,BS3-049,0,<{G}{N}> Giant Carrot Harvest deals 2,COMMON,https://cookierunbraverse.com/data/en_storage/gh_yeQnSs0oTmO69TTisYA.webp
BS3-050,BS3,050,Matcha Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,2,4,,SR,Gloomy Darkness,"【Activate】 【Once Per Turn】 <{G}> If your support area contains 7 cards or more, select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.",<{G}{G}{G}> Seed Spheres deals 3,,0,0,0,BS3-050,0,"【Activate】 【Once Per Turn】 <{G}> If your support area contains 7 cards or more, select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.
<{G}{G}{G}> Seed Spheres deals 3",SUPER RARE,https://cookierunbraverse.com/data/en_storage/ddRTD6qPuUcFUqENawyNBA.webp
BS3-050@1,BS3,050@1,Matcha Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,2,4,,SSR,Gloomy Darkness,"【Activate】 【Once Per Turn】 <{G}> If your support area contains 7 cards or more, select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.",<{G}{G}{G}> Seed Spheres deals 3,,0,0,0,BS3-050,1,"【Activate】 【Once Per Turn】 <{G}> If your support area contains 7 cards or more, select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.
<{G}{G}{G}> Seed Spheres deals 3",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/tnoy0P2bRW1lGuW-zkNzLw.webp
BS3-051,BS3,051,Fig Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,2,2,,C,Jelly Horn,"【Once Per Turn】 When your opponent's Cookie attacks, <can be used as {G}.> If your support area contains 5 cards or more, select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -1 attack damage.",<{G}{G}> Jelly Horn march deals 2,,0,0,0,BS3-051,0,"【Once Per Turn】 When your opponent's Cookie attacks, <can be used as {G}.> If your support area contains 5 cards or more, select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -1 attack damage.
<{G}{G}> Jelly Horn march deals 2",COMMON,https://cookierunbraverse.com/data/en_storage/BLBT73TeptmIIEdlkgJ8PQ.webp
BS3-052,BS3,052,Mint Choco Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,1,2,,C,Concerto of Victory,【Activate】 <Place 1 card from your support area into the trash.> Select up to 1 of your other Cookies whose remaining HP is 2 or less. That Cookie gains +1 HP.,<{G}{G}> Enchanting Performance deals 2,,0,0,0,BS3-052,0,"【Activate】 <Place 1 card from your support area into the trash.> Select up to 1 of your other Cookies whose remaining HP is 2 or less. That Cookie gains +1 HP.
<{G}{G}> Enchanting Performance deals 2",COMMON,https://cookierunbraverse.com/data/en_storage/yjq4EOrxCrbjm99LUTnxdw.webp
BS3-053,BS3,053,Butter Roll Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,1,3,,R,Dough Experiment,【Activate】 【Once Per Turn】 <Place 1 card from your support area into the trash.> Select up to 1 other {G} Cookie in your battle area and set them as active.,"<{G}{G}> Bold, Ambitious Baking deals 1",,0,0,0,BS3-053,0,"【Activate】 【Once Per Turn】 <Place 1 card from your support area into the trash.> Select up to 1 other {G} Cookie in your battle area and set them as active.
<{G}{G}> Bold, Ambitious Baking deals 1",RARE,https://cookierunbraverse.com/data/en_storage/yqDYOqjhCkRWS81WrxTFGQ.webp
BS3-053@1,BS3,053@1,Butter Roll Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,1,3,,SEC,Dough Experiment,【Activate】 【Once Per Turn】 <Place 1 card from your support area into the trash.> Select up to 1 other {G} Cookie in your battle area and set them as active.,"<{G}{G}> Bold, Ambitious Baking deals 1",,0,0,0,BS3-053,1,"【Activate】 【Once Per Turn】 <Place 1 card from your support area into the trash.> Select up to 1 other {G} Cookie in your battle area and set them as active.
<{G}{G}> Bold, Ambitious Baking deals 1",SECRET RARE,https://cookierunbraverse.com/data/en_storage/wqFsrpOjHIXsBpkzT6DC9g.webp
BS3-054,BS3,054,Beet Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN MIX,2,3,,C,Tenacity,"When your turn ends, if your support area contains 2 or more active cards, draw up to 1 card from your deck.",<{G}{G}{N}> Piquant Hunter's Bolt deals 2,,0,0,0,BS3-054,0,"When your turn ends, if your support area contains 2 or more active cards, draw up to 1 card from your deck.
<{G}{G}{N}> Piquant Hunter's Bolt deals 2",COMMON,https://cookierunbraverse.com/data/en_storage/G5qjj_uwkQ_om8Se9A6bJQ.webp
BS3-055,BS3,055,White Lily Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,3,5,Ancient,UR,Lily Restoration,【Activate】 <{G}> Place up to 1 {G} card from your support area to the top of this Cookie's HP.,"<{G}{G}{G}{G}> Blossoming Power of Nature deals 4
Then, <can be used as {G}.> If this Cookie's remaining HP is 5 or more, select up to 1 active card from your opponent's support area. Place that card in the trash.",,0,0,0,BS3-055,0,"【Activate】 <{G}> Place up to 1 {G} card from your support area to the top of this Cookie's HP.
<{G}{G}{G}{G}> Blossoming Power of Nature deals 4
Then, <can be used as {G}.> If this Cookie's remaining HP is 5 or more, select up to 1 active card from your opponent's support area. Place that card in the trash.",ULTRA RARE,https://cookierunbraverse.com/data/en_storage/rEpGZ4MozMtzlAVHbVrZaw.webp
BS3-055@1,BS3,055@1,White Lily Cookie,BOOSTER PACK [Age of Heroes and Kingdoms],COOKIE,GREEN,GREEN,3,5,Ancient,SUR,Lily Restoration,【Activate】 <{G}> Place up to 1 {G} card from your support area to the top of this Cookie's HP.,"<{G}{G}{G}{G}> Blossoming Power of Nature deals 4
Then, <can be used as {G}.> If this Cookie's remaining HP is 5 or more, select up to 1 active card from your opponent's support area. Place that card in the trash.",,0,0,0,BS3-055,1,"【Activate】 <{G}> Place up to 1 {G} card from your support area to the top of this Cookie's HP.
<{G}{G}{G}{G}> Blossoming Power of Nature deals 4
Then, <can be used as {G}.> If this Cookie's remaining HP is 5 or more, select up to 1 active card from your opponent's support area. Place that card in the trash.",SECRET ULTRA RARE,https://cookierunbraverse.com/data/en_storage/d13fpF4FiA0yxYJ5qr6yig.webp
BS3-055@2,BS3,055@2,White Lily Cookie,promotion-card,COOKIE,GREEN,GREEN,3,5,ANCIENT,P,Lily Restoration,【On Play】 <{G}> Place up to 1 {G} card from your support area to the top of this Cookie's HP.,"<{G}{G}{G}{G}> Blossoming Power of Nature deals 4
Then, <{G}> If this Cookie's remaining HP is 5 or more, select up to 1 active card from your opponent's support area. Place that card in the trash.",,0,0,0,BS3-055,1,"【On Play】 <{G}> Place up to 1 {G} card from your support area to the top of this Cookie's HP.
<{G}{G}{G}{G}> Blossoming Power of Nature deals 4
Then, <{G}> If this Cookie's remaining HP is 5 or more, select up to 1 active card from your opponent's support area. Place that card in the trash.",PROMOTION,https://cookierunbraverse.com/data/en_storage/k-Bszq3BzhkNunGjxZrMzQ.webp
